seqnames,start,end,width,strand,Conc,Conc_E50h,Conc_GM3D,Fold,p.value,FDR,feature_id,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,distanceToTSS
5,5745633,5746292,660,*,8.44,9.28,6.16,3.13,4.649999999999999e-63,8.599999999999999e-61,E50h_GM3D_21177,Promoter (<=1kb),5,5742542,5745568,3027,2,AT5G17430,-65
3,6678195,6679794,1600,*,10.01,10.63,8.9,1.73,6.279999999999998e-63,1.1499999999999999e-60,E50h_GM3D_12631,Promoter (<=1kb),3,6678719,6678871,153,1,AT3G19274,0
2,12180985,12181285,301,*,8.07,8.98,5.03,3.95,1.5799999999999997e-62,2.88e-60,E50h_GM3D_8969,Promoter (<=1kb),2,12178597,12181012,2416,2,AT2G28490,0
1,19673537,19675148,1612,*,9.49,10.18,8.15,2.03,2.7599999999999996e-62,4.98e-60,E50h_GM3D_4023,Promoter (<=1kb),1,19672496,19673644,1149,2,AT1G52830,0
3,21294007,21296735,2729,*,10.78,11.33,9.88,1.45,2.8099999999999995e-62,5.049999999999999e-60,E50h_GM3D_15292,Promoter (<=1kb),3,21288765,21293158,4394,2,AT3G57520,-849
5,2199437,2200247,811,*,9.38,10.07,7.98,2.1,4.3999999999999995e-62,7.84e-60,E50h_GM3D_20300,Promoter (<=1kb),5,2200332,2202110,1779,1,AT5G07080,-85
5,6454637,6455276,640,*,8.53,9.34,6.53,2.82,3.24e-61,5.74e-59,E50h_GM3D_21358,Promoter (1-2kb),5,6453276,6456014,2739,1,AT5G19180,1361
1,10616178,10617734,1557,*,9.07,9.8,7.51,2.29,4.07e-61,7.160000000000001e-59,E50h_GM3D_2615,Promoter (1-2kb),1,10618966,10619802,837,1,AT1G30190,-1232
1,8015894,8017420,1527,*,10.23,10.83,9.18,1.66,5.0499999999999994e-61,8.82e-59,E50h_GM3D_1960,Promoter (<=1kb),1,8013382,8015991,2610,2,AT1G22650,0
3,19997563,20000775,3213,*,10.76,11.31,9.88,1.42,9.829999999999999e-61,1.7000000000000002e-58,E50h_GM3D_14979,Promoter (<=1kb),3,20000861,20005183,4323,1,AT3G54010,-86
2,17846588,17847880,1293,*,9.25,9.97,7.74,2.23,1.08e-60,1.87e-58,E50h_GM3D_10479,Promoter (<=1kb),2,17845967,17846603,637,2,AT2G42885,0
2,12183278,12183753,476,*,8.53,9.34,6.51,2.83,1.35e-60,2.3100000000000002e-58,E50h_GM3D_8971,Promoter (2-3kb),2,12178597,12181012,2416,2,AT2G28490,-2266
3,12600471,12601266,796,*,8.39,9.24,6.06,3.18,1.76e-60,3e-58,E50h_GM3D_13854,Promoter (<=1kb),3,12593959,12600432,6474,2,AT3G30842,-39
4,9331518,9333944,2427,*,11.03,11.58,10.14,1.44,1.97e-60,3.33e-58,E50h_GM3D_17376,Promoter (<=1kb),4,9329657,9331523,1867,2,AT4G16563,0
3,5845214,5847232,2019,*,10.39,11,9.31,1.7,2.44e-60,4.09e-58,E50h_GM3D_12414,Promoter (<=1kb),3,5846002,5846589,588,2,AT3G17140,0
5,26033918,26034690,773,*,8.83,9.59,7.09,2.5,2.76e-60,4.6000000000000005e-58,E50h_GM3D_25400,Promoter (<=1kb),5,26031184,26033889,2706,2,AT5G65160,-29
2,14351273,14352267,995,*,8.31,6.08,9.14,-3.07,4.24e-60,7.03e-58,E50h_GM3D_9546,Promoter (<=1kb),2,14351359,14351430,72,1,AT2G33900,0
1,2280207,2281246,1040,*,9.89,10.51,8.78,1.73,1.5700000000000002e-59,2.5799999999999997e-57,E50h_GM3D_545,Promoter (1-2kb),1,2280835,2282828,1994,2,AT1G07430,1582
5,23899395,23901397,2003,*,10.72,11.27,9.83,1.44,1.81e-59,2.9599999999999997e-57,E50h_GM3D_24843,Promoter (<=1kb),5,23901555,23902379,825,1,AT5G59230,-158
3,23309280,23310165,886,*,8.82,9.59,7.11,2.47,2.1100000000000003e-59,3.43e-57,E50h_GM3D_15786,Promoter (<=1kb),3,23309737,23311386,1650,1,AT3G63080,0
1,6129747,6130481,735,*,8.34,9.17,6.17,3,3.5800000000000003e-59,5.779999999999999e-57,E50h_GM3D_1474,Promoter (<=1kb),1,6130025,6131627,1603,1,AT1G17810,0
2,9889084,9889788,705,*,8.13,9,5.52,3.49,5.5100000000000004e-59,8.829999999999999e-57,E50h_GM3D_8369,Promoter (2-3kb),2,9892716,9895400,2685,1,AT2G23230,-2928
3,16715307,16716455,1149,*,9.17,9.96,7.27,2.69,6.5700000000000005e-59,1.0499999999999998e-56,E50h_GM3D_14150,Promoter (2-3kb),3,16712368,16713009,642,2,AT3G45555,-2298
5,2126313,2127097,785,*,9.17,9.89,7.7,2.19,8.89e-59,1.4e-56,E50h_GM3D_20285,3' UTR,5,2126975,2130443,3469,2,AT5G06850,3346
4,11229434,11231236,1803,*,8.98,9.72,7.36,2.37,8.89e-59,1.4e-56,E50h_GM3D_17823,Promoter (<=1kb),4,11231414,11231998,585,1,AT4G21030,-178
2,6483904,6484460,557,*,8.18,9.05,5.7,3.35,1.33e-58,2.08e-56,E50h_GM3D_7550,Promoter (<=1kb),2,6484379,6485154,776,1,AT2G15010,0
3,17875377,17876589,1213,*,9.42,10.12,8.02,2.1,1.69e-58,2.63e-56,E50h_GM3D_14394,Promoter (<=1kb),3,17876571,17878173,1603,1,AT3G48270,0
5,13706838,13707900,1063,*,9.22,9.92,7.81,2.11,2.0400000000000002e-58,3.16e-56,E50h_GM3D_22386,Promoter (<=1kb),5,13707084,13707955,872,1,AT5G35525,0
2,13481609,13482441,833,*,8.4,9.23,6.2,3.03,4.69e-58,7.21e-56,E50h_GM3D_9317,Promoter (<=1kb),2,13481793,13483124,1332,2,AT2G31710,683
5,24493945,24494685,741,*,8.97,7.43,9.7,-2.26,5.3900000000000005e-58,8.23e-56,E50h_GM3D_24999,Promoter (<=1kb),5,24494691,24496351,1661,1,AT5G60890,-6
5,10455496,10456233,738,*,8.29,9.14,5.94,3.19,6.0800000000000004e-58,9.239999999999999e-56,E50h_GM3D_22255,Promoter (<=1kb),5,10455682,10455807,126,2,AT5G28491,0
4,17300282,17301179,898,*,9.41,10.12,7.94,2.18,8.46e-58,1.2799999999999998e-55,E50h_GM3D_19372,Promoter (<=1kb),4,17298200,17300367,2168,2,AT4G36700,0
1,1860683,1862132,1450,*,9.57,10.23,8.3,1.93,1.08e-57,1.6199999999999997e-55,E50h_GM3D_449,Promoter (<=1kb),1,1857767,1860730,2964,2,AT1G06130,0
5,7620498,7621414,917,*,8.73,9.51,6.87,2.64,1.37e-57,2.0499999999999995e-55,E50h_GM3D_21647,Promoter (<=1kb),5,7621568,7623367,1800,1,AT5G22810,-154
5,21623145,21623695,551,*,8.84,9.61,7.08,2.53,1.5099999999999998e-57,2.2299999999999997e-55,E50h_GM3D_24220,Distal Intergenic,5,21617813,21619267,1455,2,AT5G53290,-3878
4,14224225,14225209,985,*,8.37,9.2,6.22,2.98,1.8499999999999997e-57,2.7299999999999994e-55,E50h_GM3D_18593,Promoter (<=1kb),4,14225208,14228071,2864,1,AT4G28811,0
2,915310,916105,796,*,9.26,9.95,7.9,2.05,2.13e-57,3.1199999999999994e-55,E50h_GM3D_6964,Promoter (2-3kb),2,916854,918643,1790,2,AT2G03090,2538
3,17966597,17967985,1389,*,9.64,10.31,8.33,1.98,3.5899999999999997e-56,5.24e-54,E50h_GM3D_14416,Promoter (<=1kb),3,17967354,17968538,1185,2,AT3G48510,553
5,158052,160109,2058,*,10.52,11.12,9.48,1.63,3.6199999999999995e-56,5.259999999999999e-54,E50h_GM3D_19796,Promoter (<=1kb),5,155639,157601,1963,2,AT5G01380,-451
1,10984262,10985030,769,*,8.53,9.34,6.56,2.78,7.269999999999999e-56,1.05e-53,E50h_GM3D_2723,Promoter (<=1kb),1,10985078,10986295,1218,1,AT1G30850,-48
1,988320,989208,889,*,8.57,9.4,6.44,2.96,7.549999999999999e-56,1.08e-53,E50h_GM3D_256,Promoter (<=1kb),1,989198,991020,1823,1,AT1G03890,0
3,6617636,6619188,1553,*,10.41,10.97,9.5,1.47,1.6999999999999995e-55,2.42e-53,E50h_GM3D_12621,Promoter (<=1kb),3,6616352,6617696,1345,2,AT3G19150,0
4,9282430,9283227,798,*,8.53,9.33,6.54,2.8,1.8299999999999997e-55,2.6e-53,E50h_GM3D_17361,Promoter (1-2kb),4,9280857,9281000,144,2,AT4G16451,-1430
2,10056959,10057596,638,*,8.63,9.42,6.8,2.61,2.7299999999999994e-55,3.85e-53,E50h_GM3D_8416,Promoter (<=1kb),2,10057554,10059108,1555,1,AT2G23640,0
1,9648688,9651662,2975,*,11.61,12.16,10.74,1.42,4.999999999999999e-55,7.02e-53,E50h_GM3D_2367,Promoter (<=1kb),1,9648141,9649073,933,2,AT1G27730,0
1,5775237,5776441,1205,*,8.54,6.75,9.31,-2.57,7.159999999999999e-55,9.99e-53,E50h_GM3D_1397,Promoter (1-2kb),1,5773592,5776308,2717,1,AT1G16880,1645
4,10768848,10769794,947,*,8.73,9.51,6.91,2.6,8.559999999999998e-55,1.19e-52,E50h_GM3D_17738,Promoter (<=1kb),4,10767436,10768614,1179,2,AT4G19820,-234
5,15230633,15231147,515,*,8.44,9.26,6.4,2.85,1.01e-54,1.3899999999999998e-52,E50h_GM3D_22616,Promoter (<=1kb),5,15229810,15230243,434,1,AT5G38180,823
3,9035582,9036244,663,*,8.57,9.35,6.8,2.55,1.0799999999999999e-54,1.4899999999999999e-52,E50h_GM3D_13198,Promoter (<=1kb),3,9036268,9037757,1490,1,AT3G24750,-24
1,8847947,8849252,1306,*,9.74,10.38,8.56,1.82,1.12e-54,1.5299999999999999e-52,E50h_GM3D_2145,Promoter (<=1kb),1,8849549,8851612,2064,1,AT1G25250,-297
5,7811444,7812764,1321,*,8.9,7.4,9.62,-2.22,1.2099999999999998e-54,1.6499999999999998e-52,E50h_GM3D_21697,Promoter (<=1kb),5,7810683,7815039,4357,1,AT5G23210,761
5,1230698,1231610,913,*,8.36,9.18,6.23,2.95,1.2499999999999999e-54,1.68e-52,E50h_GM3D_20068,Promoter (<=1kb),5,1231697,1234147,2451,1,AT5G04370,-87
2,6236676,6237382,707,*,8.25,9.07,6.14,2.92,1.54e-54,2.07e-52,E50h_GM3D_7516,Promoter (<=1kb),2,6237864,6238511,648,1,AT2G14605,-482
1,13965265,13966862,1598,*,8.39,9.18,6.47,2.72,2.3e-54,3.07e-52,E50h_GM3D_3264,Promoter (1-2kb),1,13961890,13963772,1883,2,AT1G36880,-1493
5,22405256,22405987,732,*,8.98,9.71,7.44,2.27,3.72e-54,4.95e-52,E50h_GM3D_24449,Promoter (<=1kb),5,22405926,22407351,1426,1,AT5G55240,0
1,28335032,28336110,1079,*,9.73,10.39,8.51,1.88,5.43e-54,7.189999999999999e-52,E50h_GM3D_6176,Promoter (<=1kb),1,28335502,28336706,1205,1,AT1G75490,0
4,9607342,9609463,2122,*,10.11,10.69,9.11,1.58,7.83e-54,1.03e-51,E50h_GM3D_17447,Promoter (<=1kb),4,9608632,9611700,3069,1,AT4G17098,0
5,20996423,20997365,943,*,9.29,8.01,9.96,-1.95,8.829999999999999e-54,1.15e-51,E50h_GM3D_24028,Promoter (<=1kb),5,20997320,20998907,1588,1,AT5G51680,0
3,18515683,18517009,1327,*,9.66,8.53,10.29,-1.76,8.849999999999999e-54,1.15e-51,E50h_GM3D_14571,Promoter (1-2kb),3,18514343,18515475,1133,1,AT3G49940,1340
5,21811511,21812911,1401,*,9.21,7.77,9.92,-2.15,1.04e-53,1.35e-51,E50h_GM3D_24282,Promoter (<=1kb),5,21811633,21814908,3276,1,AT5G53740,0
4,8960316,8961526,1211,*,8.92,9.65,7.37,2.28,1.36e-53,1.76e-51,E50h_GM3D_17282,Promoter (<=1kb),4,8961720,8962119,400,1,AT4G15733,-194
3,22444468,22444997,530,*,8.3,9.11,6.23,2.88,2.92e-53,3.74e-51,E50h_GM3D_15570,Promoter (<=1kb),3,22444890,22447273,2384,1,AT3G60730,0
2,17993175,17995859,2685,*,11.15,11.67,10.34,1.33,4.06e-53,5.19e-51,E50h_GM3D_10515,Promoter (<=1kb),2,17995573,17995644,72,2,AT2G43300,0
2,11542338,11543428,1091,*,9.8,10.41,8.74,1.67,4.2e-53,5.34e-51,E50h_GM3D_8798,Promoter (<=1kb),2,11536534,11542357,5824,2,AT2G27040,0
4,6746031,6746588,558,*,8.72,9.46,7.11,2.35,5.65e-53,7.14e-51,E50h_GM3D_16724,Promoter (<=1kb),4,6745100,6746944,1845,1,AT4G11040,931
1,25249427,25250911,1485,*,10.28,10.85,9.32,1.52,9.04e-53,1.14e-50,E50h_GM3D_5340,Promoter (<=1kb),1,25247988,25250734,2747,2,AT1G67400,0
3,8239402,8240616,1215,*,9.19,9.88,7.81,2.08,1.88e-52,2.36e-50,E50h_GM3D_13000,Promoter (1-2kb),3,8242302,8243372,1071,1,AT3G23130,-1686
2,14792611,14793631,1021,*,8.81,9.56,7.18,2.38,2.27e-52,2.83e-50,E50h_GM3D_9658,Promoter (<=1kb),2,14792171,14793032,862,1,AT2G35090,440
5,7501999,7502904,906,*,8.86,9.59,7.32,2.28,6.64e-52,8.2300000000000005e-50,E50h_GM3D_21625,Promoter (<=1kb),5,7502674,7503449,776,1,AT5G22580,0
5,14110438,14111558,1121,*,8.74,9.5,7.06,2.43,9.419999999999999e-52,1.16e-49,E50h_GM3D_22456,Promoter (<=1kb),5,14108524,14110536,2013,2,AT5G35960,0
4,15897628,15898946,1319,*,9.93,10.56,8.77,1.79,9.55e-52,1.17e-49,E50h_GM3D_19015,Promoter (<=1kb),4,15898835,15900289,1455,1,AT4G32930,0
1,24510664,24511966,1303,*,9.32,10,7.99,2.01,2.23e-51,2.73e-49,E50h_GM3D_5154,Promoter (<=1kb),1,24508633,24510742,2110,2,AT1G65880,0
2,14593328,14594492,1165,*,10,10.61,8.93,1.68,2.24e-51,2.73e-49,E50h_GM3D_9613,Promoter (1-2kb),2,14589760,14591788,2029,2,AT2G34650,-1540
3,3894009,3894736,728,*,8.39,9.19,6.43,2.75,2.77e-51,3.36e-49,E50h_GM3D_11926,Promoter (<=1kb),3,3891357,3893981,2625,2,AT3G12203,-28
5,23045672,23046943,1272,*,9.38,10.03,8.16,1.87,2.86e-51,3.45e-49,E50h_GM3D_24614,Promoter (1-2kb),5,23044944,23048268,3325,2,AT5G56970,1325
5,15246403,15246882,480,*,8.33,9.13,6.36,2.77,3.57e-51,4.2800000000000004e-49,E50h_GM3D_22618,Promoter (<=1kb),5,15246910,15247329,420,1,AT5G38195,-28
5,17979938,17981190,1253,*,8.59,6.87,9.36,-2.49,4.32e-51,5.16e-49,E50h_GM3D_23292,Promoter (<=1kb),5,17980862,17981807,946,1,AT5G44582,0
4,6886194,6887281,1088,*,9.03,9.73,7.62,2.11,5.470000000000001e-51,6.5e-49,E50h_GM3D_16767,Promoter (<=1kb),4,6887254,6889059,1806,1,AT4G11320,0
3,15331313,15332121,809,*,8.42,9.24,6.36,2.88,7.7e-51,9.11e-49,E50h_GM3D_13936,Promoter (<=1kb),3,15332136,15333703,1568,1,AT3G43400,-15
2,12190695,12191149,455,*,8.35,9.15,6.43,2.71,1.22e-50,1.43e-48,E50h_GM3D_8974,Promoter (2-3kb),2,12186569,12188142,1574,2,AT2G28500,-2553
3,4606699,4608387,1689,*,10.6,11.12,9.78,1.34,1.35e-50,1.58e-48,E50h_GM3D_12088,Promoter (<=1kb),3,4608383,4610399,2017,1,AT3G13960,0
3,19134758,19135977,1220,*,8.91,9.62,7.47,2.15,1.79e-50,2.08e-48,E50h_GM3D_14741,Promoter (<=1kb),3,19135665,19136675,1011,2,AT3G51590,698
1,9172719,9174137,1419,*,9.42,10.06,8.24,1.81,2.13e-50,2.4699999999999997e-48,E50h_GM3D_2230,Promoter (1-2kb),1,9175611,9177598,1988,1,AT1G26558,-1474
3,22743112,22743885,774,*,8.51,6.64,9.29,-2.65,2.32e-50,2.68e-48,E50h_GM3D_15632,Promoter (<=1kb),3,22741511,22742284,774,2,AT3G61460,-828
2,9302915,9303765,851,*,8.87,9.59,7.38,2.21,2.38e-50,2.7299999999999997e-48,E50h_GM3D_8210,Promoter (<=1kb),2,9302885,9303247,363,2,AT2G21820,0
3,16895093,16896393,1301,*,10.18,10.75,9.23,1.52,2.39e-50,2.7299999999999997e-48,E50h_GM3D_14184,Promoter (<=1kb),3,16896166,16897308,1143,1,AT3G45970,0
5,19807729,19808713,985,*,9.49,10.13,8.33,1.8,2.76e-50,3.15e-48,E50h_GM3D_23746,Promoter (<=1kb),5,19805437,19807759,2323,2,AT5G48850,0
2,12345077,12346052,976,*,9.16,9.86,7.73,2.13,4.22e-50,4.7999999999999994e-48,E50h_GM3D_9026,Promoter (1-2kb),2,12340034,12343421,3388,2,AT2G28780,-1656
5,23128376,23129320,945,*,9.64,10.26,8.55,1.71,5.27e-50,5.96e-48,E50h_GM3D_24643,Promoter (<=1kb),5,23126922,23127654,733,2,AT5G57123,-722
2,11953515,11954244,730,*,8.71,9.44,7.16,2.28,8.5500000000000005e-50,9.619999999999999e-48,E50h_GM3D_8903,Promoter (1-2kb),2,11949986,11952204,2219,2,AT2G28060,-1311
1,29694896,29695794,899,*,8.66,9.4,7.03,2.38,9.68e-50,1.0799999999999999e-47,E50h_GM3D_6556,Promoter (<=1kb),1,29689153,29694255,5103,2,AT1G78955,-641
1,6231096,6232143,1048,*,9.39,10.03,8.22,1.82,9.79e-50,1.0899999999999999e-47,E50h_GM3D_1496,Promoter (<=1kb),1,6232092,6233926,1835,1,AT1G18120,0
2,6402129,6402741,613,*,8.88,9.59,7.44,2.14,1.08e-49,1.2e-47,E50h_GM3D_7539,Promoter (1-2kb),2,6404175,6405330,1156,1,AT2G14900,-1434
5,2315489,2316091,603,*,8.46,9.22,6.73,2.48,1.38e-49,1.53e-47,E50h_GM3D_20337,Promoter (<=1kb),5,2315980,2316874,895,1,AT5G07330,0
1,1070486,1073417,2932,*,11.45,11.96,10.65,1.31,1.75e-49,1.93e-47,E50h_GM3D_274,Promoter (<=1kb),1,1064450,1071047,6598,2,AT1G04120,0
5,26022115,26022916,802,*,9.65,10.31,8.39,1.93,2.64e-49,2.8999999999999996e-47,E50h_GM3D_25393,Promoter (<=1kb),5,26019588,26022222,2635,2,AT5G65140,0
3,6343580,6344745,1166,*,10.22,10.76,9.32,1.45,2.98e-49,3.2599999999999997e-47,E50h_GM3D_12548,Promoter (<=1kb),3,6341918,6343178,1261,2,AT3G18485,-402
1,8145858,8147954,2097,*,10.19,10.75,9.26,1.48,3.06e-49,3.32e-47,E50h_GM3D_2000,Promoter (<=1kb),1,8147264,8149813,2550,1,AT1G23010,0
3,6396494,6396839,346,*,8.33,9.13,6.34,2.79,3.87e-49,4.1899999999999997e-47,E50h_GM3D_12562,Promoter (<=1kb),3,6395860,6396606,747,2,AT3G18570,0
4,5308914,5309494,581,*,7.88,8.74,5.37,3.37,4.31e-49,4.65e-47,E50h_GM3D_16467,Promoter (<=1kb),4,5303928,5308612,4685,2,AT4G08375,-302
2,18847855,18849693,1839,*,9.29,9.97,7.94,2.03,5.29e-49,5.68e-47,E50h_GM3D_10767,Promoter (<=1kb),2,18847007,18847821,815,2,AT2G45760,-34
4,7304843,7306287,1445,*,10.81,11.4,9.81,1.59,5.63e-49,6.019999999999999e-47,E50h_GM3D_16869,Promoter (<=1kb),4,7304405,7307138,2734,1,AT4G12290,438
5,17651680,17652190,511,*,8.89,9.61,7.39,2.22,6.06e-49,6.449999999999999e-47,E50h_GM3D_23200,Promoter (1-2kb),5,17648857,17650131,1275,2,AT5G43890,-1549
1,17384615,17385764,1150,*,8.39,9.17,6.57,2.6,6.66e-49,7.07e-47,E50h_GM3D_3527,Promoter (<=1kb),1,17385717,17386186,470,1,AT1G47400,0
3,18990748,18991303,556,*,7.76,8.66,4.77,3.89,9.03e-49,9.539999999999999e-47,E50h_GM3D_14705,Promoter (<=1kb),3,18985900,18992010,6111,2,AT3G51120,707
3,3587522,3588076,555,*,9.85,10.44,8.85,1.58,9.23e-49,9.709999999999999e-47,E50h_GM3D_11848,Promoter (<=1kb),3,3588684,3589685,1002,1,AT3G11415,-608
2,15614893,15617520,2628,*,10.87,10.01,11.4,-1.39,1.0999999999999999e-48,1.16e-46,E50h_GM3D_9894,Promoter (<=1kb),2,15613402,15614857,1456,2,AT2G37170,-36
2,4620868,4621793,926,*,8.42,9.22,6.51,2.71,1.3499999999999999e-48,1.41e-46,E50h_GM3D_7402,Promoter (<=1kb),2,4622370,4622495,126,1,AT2G11522,-577
2,7124985,7126334,1350,*,9.85,8.82,10.44,-1.61,1.7299999999999997e-48,1.8e-46,E50h_GM3D_7654,Promoter (2-3kb),2,7120419,7122832,2414,2,AT2G16430,-2153
2,13187408,13187941,534,*,8.45,9.21,6.74,2.47,1.93e-48,2e-46,E50h_GM3D_9241,Promoter (<=1kb),2,13186544,13187253,710,2,AT2G30984,-155
4,14812424,14813110,687,*,8.29,9.08,6.38,2.71,1.99e-48,2.05e-46,E50h_GM3D_18755,Promoter (<=1kb),4,14811262,14812821,1560,2,AT4G30250,0
5,18674349,18674950,602,*,8.54,9.28,6.91,2.37,2.1199999999999998e-48,2.17e-46,E50h_GM3D_23450,Promoter (<=1kb),5,18671397,18673551,2155,2,AT5G46040,-798
3,7594606,7595856,1251,*,10.2,10.75,9.31,1.44,2.3899999999999997e-48,2.44e-46,E50h_GM3D_12831,Promoter (<=1kb),3,7595806,7597577,1772,1,AT3G21560,0
4,5974719,5976308,1590,*,9.41,10.09,8.08,2.01,3.2899999999999995e-48,3.3499999999999997e-46,E50h_GM3D_16555,Promoter (<=1kb),4,5972924,5975071,2148,2,AT4G09432,0
1,17455726,17457145,1420,*,9.28,9.95,7.99,1.96,4.4699999999999994e-48,4.53e-46,E50h_GM3D_3546,Promoter (<=1kb),1,17455533,17456170,638,2,AT1G47540,0
2,15374995,15376561,1567,*,10.07,10.64,9.12,1.52,4.7999999999999994e-48,4.85e-46,E50h_GM3D_9821,Distal Intergenic,2,15379694,15381987,2294,1,AT2G36690,-3133
1,21166967,21167968,1002,*,8.89,9.59,7.48,2.11,4.87e-48,4.9e-46,E50h_GM3D_4387,Promoter (<=1kb),1,21167589,21173632,6044,1,AT1G56510,0
3,9967846,9969561,1716,*,9.08,9.75,7.79,1.97,5.3199999999999993e-48,5.3299999999999996e-46,E50h_GM3D_13437,Promoter (<=1kb),3,9969705,9971268,1564,1,AT3G27025,-144
1,8039494,8040822,1329,*,9.98,10.55,9.03,1.51,5.4199999999999995e-48,5.41e-46,E50h_GM3D_1968,Distal Intergenic,1,8044232,8045665,1434,2,AT1G22720,4843
3,11015280,11015511,232,*,7.99,8.83,5.78,3.05,6.3e-48,6.27e-46,E50h_GM3D_13676,Promoter (<=1kb),3,11016131,11020822,4692,1,AT3G29032,-620
4,10281510,10282641,1132,*,9.18,9.84,7.9,1.94,6.36e-48,6.3e-46,E50h_GM3D_17623,Promoter (<=1kb),4,10282762,10283803,1042,1,AT4G18690,-121
2,6484957,6485991,1035,*,9.04,9.72,7.7,2.02,6.479999999999999e-48,6.4e-46,E50h_GM3D_7551,Promoter (<=1kb),2,6486431,6486617,187,1,AT2G15012,-440
1,25224485,25224865,381,*,7.88,8.74,5.53,3.21,9.149999999999999e-48,9e-46,E50h_GM3D_5332,Distal Intergenic,1,25230265,25231840,1576,1,AT1G67340,-5400
4,12899781,12900661,881,*,9.38,10.06,8.03,2.03,9.509999999999999e-48,9.319999999999999e-46,E50h_GM3D_18257,Promoter (<=1kb),4,12898591,12900064,1474,2,AT4G25130,0
3,20734018,20734689,672,*,8.55,9.29,6.96,2.33,1.27e-47,1.2399999999999999e-45,E50h_GM3D_15143,Promoter (1-2kb),3,20736571,20738913,2343,1,AT3G55880,-1882
5,2371637,2372466,830,*,8.93,9.65,7.43,2.22,1.41e-47,1.3699999999999999e-45,E50h_GM3D_20350,Promoter (<=1kb),5,2372619,2373655,1037,1,AT5G07500,-153
1,23441615,23442288,674,*,7.89,8.73,5.62,3.11,1.6499999999999998e-47,1.6e-45,E50h_GM3D_4897,Promoter (1-2kb),1,23443688,23447354,3667,1,AT1G63210,-1400
2,10693383,10695028,1646,*,9.54,10.17,8.42,1.75,1.8999999999999998e-47,1.83e-45,E50h_GM3D_8587,Promoter (1-2kb),2,10695182,10697000,1819,2,AT2G25130,1972
5,15381949,15383125,1177,*,9.44,8.24,10.08,-1.84,1.9199999999999998e-47,1.84e-45,E50h_GM3D_22643,Promoter (<=1kb),5,15380945,15382035,1091,2,AT5G38420,0
2,12259229,12259856,628,*,9,9.68,7.7,1.98,3.2599999999999997e-47,3.1199999999999996e-45,E50h_GM3D_8999,Promoter (2-3kb),2,12262013,12263415,1403,1,AT2G28610,-2157
3,15091490,15093137,1648,*,9.78,10.38,8.72,1.66,4.2399999999999995e-47,4.0499999999999996e-45,E50h_GM3D_13918,Promoter (<=1kb),3,15091611,15092467,857,2,AT3G43110,0
2,16242809,16243918,1110,*,8.45,9.2,6.78,2.42,5.01e-47,4.7599999999999996e-45,E50h_GM3D_10065,Promoter (<=1kb),2,16243215,16244067,853,1,AT2G38900,0
4,2447257,2448841,1585,*,10.57,11.07,9.78,1.29,5.19e-47,4.91e-45,E50h_GM3D_16312,Promoter (<=1kb),4,2449560,2451589,2030,1,AT4G04840,-719
3,9000451,9001151,701,*,9.13,9.79,7.89,1.9,5.95e-47,5.619999999999999e-45,E50h_GM3D_13191,Promoter (2-3kb),3,9003576,9005943,2368,1,AT3G24660,-2425
2,12262999,12263715,717,*,8.85,9.54,7.44,2.1,6.949999999999999e-47,6.53e-45,E50h_GM3D_9002,Promoter (<=1kb),2,12262013,12263415,1403,1,AT2G28610,986
5,17655436,17656938,1503,*,10.45,10.99,9.58,1.4,7.76e-47,7.269999999999999e-45,E50h_GM3D_23202,3' UTR,5,17648857,17650131,1275,2,AT5G43890,-5305
1,10073397,10074512,1116,*,8.71,7.2,9.43,-2.23,9.439999999999998e-47,8.81e-45,E50h_GM3D_2473,Promoter (<=1kb),1,10071712,10073411,1700,2,AT1G28660,0
2,17129433,17131040,1608,*,9.92,10.48,8.99,1.49,1.28e-46,1.19e-44,E50h_GM3D_10295,Promoter (<=1kb),2,17130774,17132386,1613,1,AT2G41070,0
2,14538584,14540229,1646,*,10.4,10.93,9.56,1.37,1.32e-46,1.23e-44,E50h_GM3D_9594,Promoter (1-2kb),2,14535645,14537432,1788,2,AT2G34490,-1152
1,2240019,2241962,1944,*,10.59,11.1,9.82,1.27,1.34e-46,1.24e-44,E50h_GM3D_539,Promoter (1-2kb),1,2238087,2241217,3131,1,AT1G07280,1932
3,14316379,14316857,479,*,8.57,9.3,7.02,2.29,1.54e-46,1.41e-44,E50h_GM3D_13893,Promoter (1-2kb),3,14314583,14315634,1052,1,AT3G42160,1796
2,16547623,16548296,674,*,9.57,10.18,8.49,1.69,1.9e-46,1.74e-44,E50h_GM3D_10136,Promoter (2-3kb),2,16543832,16545584,1753,2,AT2G39700,-2039
1,1629008,1629709,702,*,8.24,9.05,6.22,2.84,2.05e-46,1.88e-44,E50h_GM3D_405,Promoter (<=1kb),1,1629446,1630863,1418,1,AT1G05510,0
1,11755201,11756596,1396,*,9.99,10.54,9.08,1.46,2.07e-46,1.88e-44,E50h_GM3D_2920,Promoter (<=1kb),1,11757000,11758118,1119,1,AT1G32510,-404
2,12828812,12830468,1657,*,10.42,10.94,9.6,1.34,2.4099999999999998e-46,2.19e-44,E50h_GM3D_9142,Promoter (1-2kb),2,12826915,12828919,2005,1,AT2G30060,1897
5,17978027,17979719,1693,*,9.16,7.92,9.82,-1.9,2.6599999999999998e-46,2.41e-44,E50h_GM3D_23291,Promoter (<=1kb),5,17979311,17980411,1101,1,AT5G44580,0
